"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"				  MD",N,HAGERSTOWN REGIONAL AIRPORT/RICHARD A HENSON FIELD,HGR,6/30/22,1/12/23,19743,0,34457,0,0,0,0,54200,0,0,69444,2066092,0,60337,66558,2016,2264447,2318647,340773,12727,0,0,149304,0,0,2195,504999,2823646,1063460,195745,102185,135221,61588,89245,1647444,7194781,8842225,-6018579,1422,-4633,1413687,0,457883,0,51050,1919409,-4099170,55201454,51102284,410400,59406,0,0,938917,1408723,169330,0,0,169330,0,0,0,0,0,0,0,110962,110962,31138,203968784,0.89,37757,1.74,18,42751,115971,89038,48361,
"				  ID",N,TWIN FALLS-SUN VALLEY REGIONAL,TWF,9/30/22,3/28/23,43630,0,32841,0,0,0,47262,123733,16810,30113,22008,135902,0,93244,0,57906,355983,479716,56726,8075,0,6757,203703,863,0,96418,372542,852258,825562,127302,86758,507765,34189,189451,1771027,0,1771027,-918769,-266654,0,2876089,64635,0,0,517303,3191373,2272604,3681189,4251631,1319598,248456,0,0,134109,1702163,0,0,0,0,0,0,0,0,0,0,0,0,0,16596,17407455,1.54,32911,7.46,9,0,267588,68215,5500,
"				  MA",N,PROVINCETOWN MUNI,PVC,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CA",N,STOCKTON METROPOLITAN,SCK,12/31/22,4/25/23,140422,0,33401,0,0,0,0,173823,383754,48898,317302,178128,0,461304,16200,64646,1470232,1644055,555319,14042,0,87840,-8020,493898,0,2260656,3403735,5047790,1417089,428342,628106,2020412,161635,351335,5006919,2262350,7269269,-2221479,-197419,-264275,6339335,163206,639826,0,-164712,6515961,4294482,32850277,47452198,2413389,2171618,0,127767,2541698,7254472,0,380000,0,380000,0,0,0,0,12258795,0,0,-264275,0,76151,119214562,1.8,0,2.28,16,908551,439230,386527,7329,
"				  AK",N,WAINWRIGHT,AWI,6/30/22,1/11/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6725,11183,0,27629,0,0,45537,0,45537,-45537,0,0,0,0,0,0,0,0,-45537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15313,0,
"				  NM",N,SANTA FE MUNI,SAF,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MI",L,DETROIT METRO  WAYNE,DTW,12/31/22,,43202695,0,94869063,0,0,0,1165613,139237371,2356818,0,376262,4933729,8012944,0,0,0,15679753,154917124,1101057,17230913,10543724,3573207,25401242,97996403,29728369,15662267,201237182,356154306,83594353,22507569,10131954,89380935,2122372,41167540,248904723,123806401,372711124,-16556818,-2372439,-76778843,36703035,55380403,27312479,-7803649,-7214742,25226244,8669426,122540842,1.3121027E+8,45273866,5267094,8678560,7311195,13904990,80435705,2050436818,0,0,2050436818,162177150,0,88251342,250428492,231823571,0,226982,186060595,130976208,14052931,17641457,2.56,284606,9.91,600,28237109,11865557,36417555,443081,
"				  SD",N,WATERTOWN MUNI,ATY,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MS",N,GULFPORT-BILOXI REGIONAL,GPT,9/30/22,2/8/23,2181772,0,2274528,0,0,0,578847,5035147,0,2836566,145211,259031,0,243201,0,10923,3494932,8530079,0,139887,153883,0,2003654,822787,80847,7523203,10724261,19254340,3064019,555557,1428311,3295178,774630,1009703,10127398,12136207,22263605,-3009265,134434,-9836,3419737,1383811,0,0,1257779,6185925,3176660,204981288,207781184,1798195,0,0,0,4482075,6280270,0,0,0,0,0,0,0,0,25145365,0,0,0,0,343926,383323,5.88,55649,14.64,42,584039,2836566,1327554,378943,
"				  AR",N,BOONE COUNTY,HRO,9/30/22,3/8/23,6000,0,21736,0,0,0,0,27736,0,0,9583,75991,22732,18092,0,2064,128462,156198,21800,0,0,0,45719,0,0,187,67706,223904,74208,33734,5208,45343,0,0,158493,0,158493,65411,89,0,205976,0,0,0,0,206065,271476,0,0,162003,0,0,0,0,162003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,JUNEAU INTL,JNU,6/30/22,12/30/22,2085619,0,0,0,0,24,937075,3022718,48691,44726,0,336525,54275,299396,74100,276956,1134669,4157387,216668,121446,14084,174386,571431,396076,0,76800,1570891,5728278,3171223,512265,1448215,2514635,204138,526301,8376777,8689005,17065782,-11337504,-231110,0,7078892,1102413,0,5600,1425,7957220,-3380284,230676746,230140698,1631923,5591507,182064,0,0,7405494,10856368,0,0,10856368,7326132,0,10174267,17500399,0,0,0,2722250,-662625,287234,8.78775E+8,2.45,68393,10.52,26,798582,1210511,117024,498,
"				  WA",N,TRI-CITIES,PSC,12/31/22,6/15/23,1364113,0,2243561,0,0,0,0,3607674,84148,0,75277,541490,0,34322,116491,192507,1044235,4651909,1132908,180700,0,51860,1928152,3001602,47396,6140,6348758,11000667,2753116,490698,1095945,2554272,0,41641,6935672,6767581,13703253,-2702586,153459,-795529,2173894,1601441,461206,0,27524,3621995,919409,100227179,101146587,623674,75921,0,278390,241840,1219825,17536692,3189886,0,20726578,1891591,0,4868115,6759706,16357965,0,0,2287504,541382,390762,4.5595751E+8,3.31,59056,9.23,30,964728,1315309,933396,292993,
"				  NY",S,LONG ISLAND MAC ARTHUR,ISP,12/31/22,5/18/23,3331136,0,2905492,0,8118,0,1835434,8080180,0,308976,2932122,0,0,273686,0,0,3514784,11594964,187195,436568,2391,0,1452690,3467061,0,1228507,6774412,18369376,10202788,984713,325846,2725440,308007,765907,15312701,0,15312701,3056675,59555,0,8650277,2342060,156076,0,3772488,14980456,18037131,7.473549E+7,92772522,3627673,1292838,0,0,156825,5077336,11554806,0,0,11554806,0,0,0,0,14438065,0,0,2028027,0,613716,680071734,3.98,161519,13.17,73,1744345,2380933,220436,509123,
"				  CA",N,SOUTHERN CALIFORNIA INTERNATIONAL,VCV,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  ID",S,BOISE AIR TERMINAL/GOWEN FIELD,BOI,9/30/22,4/20/23,3811694,0,3368631,0,247080,0,87900,7515305,894097,175203,538252,483062,0,258198,331588,231465,2911865,10427170,2882075,1346191,1254168,1214965,7114534,15840007,234738,863367,30750045,41177215,12221734,1376914,2024962,16081211,244722,3149160,35098703,12014363,47113066,-5935851,-2087422,-2565201,28793602,9423074,0,0,4100888,37664941,31729090,245316038,277045126,21672201,6423387,26562152,0,0,54657740,80435346,0,0,80435346,44978693,0,2691945,47670638,67425639,0,18000,1473378,1473378,2145944,2.97340453E+9,1.51,137682,3.5,139,7201060,3767662,2644337,240728,
"				  GA",N,BUSH FIELD,AGS,12/31/22,4/4/23,1268402,0,1378866,0,340142,0,110822,3098232,0,498589,0,841361,0,4545280,83136,4016807,9985173,13083405,0,4521,0,0,2216537,2642482,0,1424934,6288474,19371879,7858728,743394,282481,257074,250885,4430232,13822794,4969532,18792326,579553,-17664,-337024,10793104,1098795,0,0,0,11537211,12116764,1.3704523E+8,149161994,3139988,977851,0,0,5725240,9843079,8544387,0,0,8544387,3459643,0,14144438,17604081,28173803,0,0,337024,41918,0,316310,4.01,39112,0,96,1491189,1622171,1046859,830235,
"				  MI",N,CHARLEVOIX MUNICIPAL,CVX,3/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",M,DALLAS LOVE FIELD,DAL,9/30/22,4/24/23,25743791,0,44796864,0,0,0,753712,71294367,0,6090960,0,0,0,165239,0,844327,7100526,78394893,15264359,10173503,4831371,1684198,12100321,37750293,0,1386272,83190317,161585210,22543029,6853573,5910025,35922498,1780489,7928173,80937787,43337249,124275036,37310174,2501000,-25454355,3.200431E+7,28404032,1969760,0,-4424307,35000440,72310614,6.88783E+8,761092849,105540132,1765540,71674,0,1822613,109199959,451415000,0,7.934E+7,530755000,111125228,0,4615904,115741132,208339660,0,0,56365906,46365906,7841299,8440448253,2.85,226591,9.09,267,11462448,7591444,6355524,136269,
"				  TX",N,ABILENE REGIONAL,ABI,9/30/22,3/29/23,88787,0,233089,0,0,0,0,321876,0,0,0,102406,0,105959,0,0,208365,530241,235893,0,0,21755,462300,571767,0,0,1291715,1821956,1513834,220124,134590,258341,0,501581,2628470,3971993,6600463,-4778507,14826,0,5526942,284818,40656,0,524985,6392227,1613720,0,0,1227884,88593,0,0,2947276,4263753,0,0,0,0,0,0,0,0,0,0,0,471155,471155,75906,113023294,0.9,45025,4.24,22,0,836691,206370,128947,
"				  WA",N,WALLA WALLA REGIONAL,ALW,12/31/22,,31282,0,45180,0,0,0,67320,143782,4946,0,17879,229078,0,29080,0,2600,283583,427365,2234493,11908,0,35539,74697,0,0,0,2356637,2784002,665309,359152,1565187,109445,37107,377632,3113832,2521372,5635204,-2851202,433763,0,26398,124533,14921542,0,10080,15516316,12665114,0,0,1.345386E+7,5000,0,0,646851,14105711,0,0,0,0,0,0,0,0,3692804,0,0,0,0,33715,43105874,0.75,0,4.26,10,100586,-58034,436820,72659,
"				  WA",N,SNOHOMISH COUNTY (PAINE FIELD),PAE,12/31/22,5/24/23,1392287,0,560971,0,89717,0,1247182,3290157,97119,183363,545679,1585883,0,728045,0,16093738,19233827,22523984,7086675,0,0,0,0,0,197724,0,7284399,29808383,10579972,1613796,1912342,1708732,0,6883895,22698737,8448921,31147658,-1339275,6252023,-1587141,9075139,1053284,0,0,1179885,15973190,14633915,149139413,163773329,7400293,104554,0,0,1481686,8986533,51495585,850000,0,52345585,0,0,364274,364274,32190135,0,0,4215430,0,260406,495639084,0,147175,12.63,82,1773209,4150003,2063183,0,
"				  FL",N,NAPLES MUNI,APF,9/30/22,3/22/23,0,0,0,0,0,0,0,0,0,0,1836909,3916892,0,22929207,0,779595,29462603,29462603,1841284,0,0,0,1305343,0,0,0,3146627,32609230,12363337,347721,210608,4073723,746328,0,17741717,5351514,23093231,9515999,-1718837,0,0,238395,2049620,0,0,569178,10085177,116959003,124158842,1724909,0,0,0,27762754,29487663,0,0,0,0,0,0,2701038,2701038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CA",N,SAN LUIS OBISPO COUNTY,SBP,6/30/22,2/23/23,413011,0,1622342,0,0,0,0,2035353,18311,546,313495,413233,0,494195,120720,260383,1620883,3656236,89035,101644,0,142171,1289063,2503391,0,363269,4488573,8144809,2606257,486918,481306,2622710,94545,282092,6573828,4766527,11340355,-3195546,119661,-785723,17951162,1051928,225415,0,0,18562443,15366897,115637104,131004001,1.453035E+7,57307,609620,0,330786,15528063,5372213,196101,0,5568314,-2,0,0,-2,23129589,0,0,338392,201681,247522,291993,1.4,82471,8.22,23,499808,458493,489894,87293,
"				  OR",S,ROGUE VALLEY INTL,MFR,6/30/22,12/23/22,2203298,0,2175983,0,0,0,0,4379281,134780,113599,778412,105740,0,390628,0,179430,1702589,6081870,658519,188325,353040,258199,2497968,4845800,0,770257,9572108,15653978,3015405,463950,866959,2047184,211272,495823,7100593,6168484,13269077,2384901,-410236,-533052,1205841,2246076,7759441,0,-302951,9965119,12350020,0,0,1125381,85772,0,0,3674211,4885364,13866294,0,0,13866294,592613,0,0,592613,54044981,0,0,367000,0,502314,6.0317079E+8,3.26,43475,8.72,43,1032152,720000,3276451,0,
"				  UT",L,SALT LAKE CITY INTL,SLC,6/30/22,3/16/23,40752188,0,4.616471E+7,0,399700,2803502,25379846,115499946,4405682,0,21205,2809993,2890562,2404855,620520,1804430,14957247,130457193,10292048,11916158,7764175,3076579,35378385,55176232,0,4883182,128486759,258943952,47804402,8623005,13673179,65872794,2911305,1733383,140618068,144018609,284636677,-25692725,11740156,-119842005,71745501,48759002,-647664,-221151,7698371,19232210,-6460515,1416224163,1409763649,125075429,282199266,5529766,1169829,68128534,482102824,3155794000,0,0,3155794000,337178303,0,7444261797,7781440100,182001000,1139948562,-221151,111980204,63304009,12802218,15989165,2.77,338507,9.02,520,1.27089E+7,6064068,4744596,1262693,
"				  TX",N,MATHIS FIELD,SJT,9/30/22,3/29/23,61214,0,20105,0,0,0,8316,89635,7836,0,224852,590263,0,136670,20973,0,980594,1070229,77933,22153,0,30471,242879,900,0,8936,383272,1453501,23916,34704,231992,86128,124642,22808,524190,0,524190,929311,11621,0,3020141,218340,0,0,0,3250102,4179413,0,0,2457199,124276,0,1471277,1885161,5937913,0,0,0,0,0,0,0,0,0,0,0,0,0,56942,51787523,0.75,79227,1.57,11,79725,0,167638,0,
"				  TX",N,TYLER POUNDS FIELD,TYR,9/30/22,7/18/23,41556,0,13447,0,0,0,0,55003,0,0,0,111931,0,75399,0,29572,216902,271905,51410,11729,0,55590,317307,387196,0,142467,965699,1237604,786879,180479,76539,141428,59019,449439,1693783,630,1694413,-456809,5837,-23688,2804731,161289,0,50771,152828,3151768,2694959,97421339,100116298,0,0,0,0,2070678,2070678,0,0,550000,550000,104180,0,214400,318580,231420,0,0,85000,0,41510,55280816,0.75,40308,1.33,11,267265,559510,247373,37744,
"				  NM",N,CLOVIS MUNI,CVN,6/30/22,10/31/23,0,0,40131,0,0,0,0,40131,0,0,0,86979,0,139789,0,20563,247331,287462,23632,2052,0,0,0,0,0,0,25684,313146,334686,70831,233768,185081,50775,0,875141,0,875141,-561995,2096,0,1183684,0,0,0,0,1185780,623785,0,0,1107530,447349,0,0,717575,2272454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NE",N,CHADRON MUNICIPAL,CDR,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CO",N,SAN LUIS VALLEY REGIONAL/BERGMAN FIELD,ALS,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MT",N,BILLINGS LOGAN INTL,BIL,6/30/22,12/22/22,498245,0,1226096,0,0,0,0,1724341,533161,0,244452,362413,0,190470,126400,221838,1678734,3403075,564003,226605,40419,53523,2958632,2244941,0,163701,6251824,9654899,5126522,767161,841879,823249,193290,2896,7754997,4595500,12350497,-2695598,-276797,94825,0,1497293,1.491766E+7,0,1023015,17255996,14560398,86169286,100729684,1232736,18121838,72320,0,1180602,20607496,898955,0,2740000,3638955,2176478,0,1664279,3840757,12782928,0,0,117721,117721,386440,9.58961E+8,1.05,16915,4.46,53,994652,1137494,2855511,41033,
"				  AZ",N,FLAGSTAFF PULLIAM,FLG,6/30/22,12/30/22,239207,0,56912,0,4198,0,0,300317,4946,0,0,419179,0,133639,62489,0,620253,920570,361945,0,0,0,1274871,-8,0,55699,1692507,2613077,1583866,229341,550694,862375,0,-1900250,1326026,2468488,3794514,-1181437,85685,-37967,2879197,42824,1943825,0,-2904717,2008847,827410,37232543,38059953,49107,0,1912811,0,0,1961918,533800,0,0,533800,0,0,0,0,16321,0,0,231736,0,113678,147793,1.09,3794514,2.64,14,278932,161833,952268,0,
"				  CA",L,LOS ANGELES INTL,LAX,6/30/22,12/27/22,202986653,0,505999556,0,1095333,59194126,0,769275668,47184787,0,7658996,138816475,0,1473123,4532184,1480029,201145594,970421262,4.173153E+7,34668212,44957939,41557206,78248558,166879595,0,6972952,415015992,1385437254,357244258,48855844,48110309,249312766,15537954,4890290,723951421,621902821,1345854242,39583012,-72076135,-360842039,31863634,1.2485538E+8,0,0,60268013,-215931147,-176348135,5743023953,5566675818,38477162,476000124,20941197,261696176,260920272,1058034931,9548830000,153916000,0,9702746000,0,0,493712018,493712018,1419129390,1729407283,0,417129937,448742001,30253056,5.4384879E+10,5.42,473887,25.43,2946,164160122,37097656,2.267449E+8,9064738,
"				  CA",S,PALM SPRINGS INTERNATIONAL,PSP,6/30/22,5/16/23,3388547,0,5637244,0,0,449179,0,9474970,0,0,799350,589473,0,431684,120240,0,1940747,11415717,3158282,22934,0,462691,1.11813E+7,6529329,0,589018,21943554,33359271,8218775,1680659,2116610,6262291,0,0,18278335,5211774,23490109,9869162,234698,-680078,7072362,5480477,0,0,0,12107459,21976621,70696568,92673189,29496,9148255,0,0,788788,9966539,17750000,0,0,17750000,6849989,0,2088639,8938628,59744836,0,0,2210078,0,1418787,1702472029,1.88,63141,6.68,89,3010841,3770442,1087187,505938,
"				  WA",L,SEATTLE-TACOMA INTL,SEA,12/31/22,4/27/23,102673588,0,219675234,0,17146918,2.93105E+7,643802,369450042,11092026,138639,0,17343253,0,0,0,4516443,33090361,402540403,12565198,17645728,11227527,23645792,42329903,120348132,0,22070606,249832886,652373289,150204407,23616341,15821069,82623191,3889924,106509253,382664185,1.9434562E+8,577009805,75363484,-35046594,-1.37E+08,1.8914233E+8,88284113,0,0,-30718163,74678786,150042270,2.87481889E+9,3.02486116E+9,44207589,240837379,7778848,6933775,11291520,311049111,3898752966,0,5.6855E+7,3955607966,322047655,0,113566284,435613939,494063825,649334347,272365,336509233,248132285,22966119,29078689,4,401351,16.09,1112,51884246,24426623,1.1520786E+8,1981678,
"				  WY",N,GILLETTE-CAMPBELL COUNTY,GCC,6/30/22,10/20/22,34238,0,69244,0,0,0,0,103482,0,0,22000,69072,25437,56455,0,9819,182783,286265,11463,0,0,37138,67337,0,0,0,115938,402203,774696,223437,39528,0,0,0,1037661,0,1037661,-635458,511,0,0,110207,0,0,4880,115598,-519860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MS",S,JACKSON INTERNATIONAL,JAN,9/30/22,6/25/23,2909102,0,3549990,0,585,0,528611,6988288,458249,0,314788,164248,0,116740,324260,17894,1396179,8384467,2123329,0,240416,30706,2578968,6644944,0,41669,11660032,20044499,9683248,1212976,1077055,3125225,649835,1193338,16941677,10570314,27511991,-7467492,34432,-699681,5907760,2407296,0,0,2207005,9856812,2389320,124440223,126829543,2038319,4890688,0,16805,63657,7009469,21190000,0,0,21190000,0,0,35019967,35019967,14570576,0,0,1836955,1620767,590563,821638872,3.54,0,11.83,128,1531268,37225,1136259,453502,
"				  CA",N,IMPERIAL COUNTY,IPL,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WV",N,MORGANTOWN MUNI-WALTER L. B,MGW,6/30/22,10/27/22,29352,0,10218,0,0,0,0,39570,0,52610,583771,111840,0,1771351,0,9238,2528810,2568380,0,19500,0,95406,5442,0,0,23387,143735,2712115,785428,116135,1653668,62508,0,420466,3038205,0,3038205,-326090,1789,0,5769502,29147,737641,0,0,6538079,6211989,27272788,33484777,17307,0,0,0,5958403,5975710,0,0,0,0,0,0,0,0,0,0,0,0,0,6621,1.6303E+8,1,0,5.98,0,1311,4639,170092,1727,
"				  TX",N,VICTORIA REGIONAL,VCT,12/31/22,7/13/23,0,0,89182,0,0,0,0,89182,0,52778,29781,244488,0,797465,22650,0,1147162,1236344,605289,0,0,0,0,0,0,31677,636966,1873310,899665,170980,51659,290455,107053,454893,1974705,0,1974705,-101395,4943,0,156748,0,45000,0,158016,364707,263312,0,0,0,0,0,0,104058,104058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MO",N,COLUMBIA REGIONAL,COU,9/30/22,3/29/23,115104,0,48112,0,1573,0,72877,237666,0,0,42790,14286,0,52848,31620,0,141544,379210,148408,21950,286,0,268244,0,0,8898,447786,826996,615605,233088,266309,1750372,55940,32736,2954050,1770109,4724159,-3897163,69104,-259635,1802716,364968,12903033,0,184924,15065110,11167947,78792016,89959964,1328007,17432732,54,4993250,101809,23855852,13195000,0,470000,13665000,0,0,19499347,19499347,1831295,0,0,-683892,0,79900,0,0.88,30622,2.97,9,399485,399485,27604,504698,
"				  NY",N,OGDENSBURG INTL,OGS,3/31/22,3/1/23,0,0,215035,0,0,0,0,215035,0,0,0,96795,0,352517,0,0,449312,664347,0,1541,0,0,4006,82733,0,0,88280,752627,422628,88169,1600,282681,0,450863,1245941,2334985,3580926,-2828299,99,-551150,2327613,52356,0,0,1680093,3509011,680712,0,0,2271700,195935,0,0,0,2467635,6190000,3329358,0,9519358,0,0,0,0,0,6190000,0,3329358,0,10292,0,0,0,20.89,5,236469,2764,46552,40783,
"				  CA",M,JOHN WAYNE AIRPORT-ORANGE C,SNA,6/30/22,12/20/23,23010822,0,37629148,0,4151251,721925,0,65513146,464157,0,9266289,560905,0,839985,0,2490086,13621422,79134568,293711,3720110,1765465,519562,17107216,37857316,0,646935,61910315,141044883,18498818,5598835,2310498,68735097,1801694,153040,97097982,34244143,131342125,9702758,-2853792,-1473020,20771036,20580085,58511,0,641672,37724492,47427250,7.7056461E+8,8.1799186E+8,1762862,5203507,187956,6304,8991602,16152231,66189501,0,0,66189501,8362328,0,24473139,32835467,275073457,0,133338,1.48155E+7,6026500,5133941,6146842883,3.83,312900,12.76,148,19304883,5659180,16440077,0,
"				  NC",N,FAYETTEVILLE REGIONAL,FAY,6/30/22,12/27/22,385458,0,232956,0,0,0,137429,755843,0,0,300787,367121,0,69153,79983,395825,1212869,1968712,29242,93972,495,3265,1883265,1528855,0,825107,4364201,6332913,1829508,499723,285705,300400,98801,489223,3503360,4005629,7508989,-1176076,0,0,10261835,574948,0,0,-476018,10360765,9184689,92689232,101873923,109808,13645794,0,0,0,13755602,0,0,0,0,0,0,4476853,4476853,21183346,0,0,0,0,184079,2.1411515E+8,0,37635,4.11,18,476018,643490,177687,137034,
"				  UT",N,CEDAR CITY MUNI,CDC,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CA",M,OAKLAND INTERNATIONAL AIRPORT,OAK,6/30/22,12/23/22,24399611,0,47801075,0,329,1957679,114839,74273533,16413176,2602491,6620210,1.726945E+7,0,4517656,436888,1960750,49820621,124094154,9180074,3094286,2155055,526697,9251570,38019023,0,7774181,70000886,194095040,26707559,6644653,1304716,47381295,63413,42595847,124697483,55571214,180268697,13826343,0,-3111119,64648754,1.936349E+7,0,0,-206733,80694392,94520735,0,0,20479167,5537679,133733,3735259,20924886,50810724,89758591,0,0,89758591,7539255,0,22926058,30465313,0,0,11439,22484439,3661,5007299,9747940969,4.25,206033,14.83,219,26045784,6100453,26944128,3560180,
"				  TX",L,DALLAS/FORT WORTH INTL,DFW,9/30/22,3/29/23,51432774,0,361491572,0,840041,2.582784E+7,0,439592227,17593358,319541,0,16730234,0,6471317,0,3150518,44264968,483857195,62871773,27667291,24176039,33494747,5.290767E+7,195996826,40787815,56196046,494098207,977955402,241792379,30192008,27288759,2.7110311E+8,11412617,30895544,612684417,334590336,947274753,30680649,-9639204,-232207683,121443962,141589978,0,0,11862757,33049810,63730459,652764394,716494853,97967149,185838873,14984321,45039233,153053423,496882999,7360495000,131000000,0,7491495000,66492621,0,0,66492621,1080496338,2.95375E+9,0,474967128,326140054,36057362,4.512490604E+10,1.6,663426,12.19,1919,59909268,31116541,59128434,8100771,
"				  IL",N,QUINCY REGIONAL AIRPORT - BALDWIN FIELD,UIN,4/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
