"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"	MT",S,GALLATIN FIELD,BZN,6/30/13,1/6/14,571021,0,781736,0,27836,0,0,1380593,15961,104616,43836,31209,0,116616,131193,13500,456931,1837524,595198,267778,297215,266167,2095095,1904862,0,603462,6029777,7867301,2436835,584060,723770,82813,76045,110480,4014003,3808951,7822954,44347,269044,-653486,3190891,1696972,-1886625,0,-38597,2578199,2622546,84534287,87156833,82868,53936,81934,49552,516365,784655,15510000,0,0,15510000,1855611,0,1324128,3179739,11395558,0,0,-653486,0,440203,5.25074E+8,1,14576,3.14,31,610048,747929,490896,19060,
"				  IL",N,MIDAMERICA/SCOTT AFB,BLV,12/31/13,6/27/14,14418,0,11827,0,6375,0,0,32620,3221,1391,64527,343006,0,130667,0,3660,546472,579092,325244,0,0,0,0,0,0,75921,401165,980257,1373405,216679,106756,1285659,479741,323535,3785775,6327202,10112977,-9132720,127770,-4416863,930917,37087,5045059,-721294,471340,1474016,-7658704,40122413,32463708,1510,0,0,0,4931394,4932904,70110430,60504011,0,130614441,4636764,0,0,4636764,0,3602423,60897,4238142,0,0,0,0,0,0,0,0,0,0,0,
"				  MT",N,YELLOWSTONE,WYS,6/30/13,12/15/14,8875,0,29645,0,0,0,0,38520,0,3855,8091,0,0,8284,0,0,20230,58750,33300,2500,0,5810,74790,0,0,0,116400,175150,90929,29237,5426,51338,0,7123,184053,13510,197563,-22413,0,0,499823,17386,0,0,0,517209,494796,0,0,0,0,0,0,530592,530592,0,0,0,0,0,0,0,0,216349,0,0,0,0,0,0,0,0,0,0,0,0,4835,0,
"				  ME",N,AUGUSTA STATE,AUG,12/31/13,8/1/16,7238,0,62040,0,0,0,0,69278,0,0,15029,0,0,13737,0,0,28766,98044,5515,0,0,0,6500,5782,0,1440,19237,117281,273115,110348,102390,6000,6500,10750,509103,0,509103,-391822,0,0,22391,0,0,0,0,22391,-369431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MI",N,MANISTEE COUNTY-BLACKER,MBL,9/30/13,12/9/15,210326,0,0,0,0,0,1129507,1339833,0,679,12575,21045,0,10999,0,0,45298,1385131,0,0,0,0,5946,0,0,117886,123832,1508963,40824,27174,2623,1370294,20800,103250,1564965,0,1564965,-56002,184,0,49571,4774,0,0,0,54529,-1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NV",L,HARRY REID INTL,LAS,6/30/13,12/26/13,52570523,0,195867524,0,1912582,7123003,84159,257557791,880266,0,10121542,2158461,1.126812E+7,2785655,696700,0,27910744,285468535,15783691,19082098,27309846,39499806,37774545,45604297,0,1619413,186673696,472142231,113883025,22195039,12277708,53825032,2462469,22206211,226849484,198608579,425458063,46684168,4461988,-235311031,10467403,79933215,0,0,71445363,-69003062,-22318894,1.411698E+9,1389379106,18641343,32260925,891,4967241,1734914,57605314,4173605000,300000000,0,4473605000,444262174,0,262021827,706284001,240892403,92107208,508420,350228633,265185621,20872526,24314564,2.32,521440,12.34,1434,22560297,7025462,2.031333E+7,70886,
"				  NV",M,RENO/TAHOE INTL,RNO,6/30/13,12/30/14,5461251,0,5820933,0,43850,0,1601591,12927625,1047162,31731,57436,751795,276338,175221,317737,1126382,3783802,16711427,2669642,854770,2411918,1091544,7683873,8914030,0,704562,24330339,41041766,22680322,2461611,1701830,4570895,1044056,1222653,33681367,33129086,66810453,-25768687,67781,-1460898,14328104,6453403,323796,58795,1087185,20858166,-4910521,0,0,14683445,19500939,87595,424459,2409239,37105677,26601372,18218442,0,44819814,4188282,0,9759778,13948060,41613921,5350000,32003,5205419,2338542,1756471,2522804,2.64,36800,7.36,268,3564981,2374133,3520204,470366,
"				  NV",N,ELKO MUNI-J.C. HARRIS FIELD,EKO,6/30/13,12/5/13,51287,0,129515,0,5644,0,225,186671,0,0,23965,31322,14234,11622,0,3000,84143,270814,245330,1417,0,0,266451,118780,0,3223,635201,906015,425782,132594,123270,48469,10250,20367,760732,0,760732,145283,180,158268,2121069,78919,0,0,0,2358436,2503719,26889914,28467483,2254902,0,0,0,30171,2285073,3240000,0,0,3240000,174195,0,0,174195,1078545,0,0,329755,0,0,0,0,0,0,5,97546,305325,0,608,
"				  HI",L,HONOLULU INTL,HNL,6/30/13,12/11/13,41294775,0,6.220286E+7,0,200128,0,0,103697763,0,0,1633133,6082237,3224899,3102718,0,7896455,21939442,125637205,6656377,5372058,20165022,3620801,12946234,14432024,0,51232617,114425133,240062338,43577874,38111025,3125569,30800463,2358473,28635899,146609303,51793601,198402904,41659434,3174991,-22246867,6626373,2.571367E+7,2559316,0,14760316,30587799,72247233,1776543759,1898611051,5829030,23771027,139983,6060106,30856507,66656653,957990158,163700499,3.01E+7,1151790657,156873206,0,225114226,381987432,571171775,0,0,40066927,0,9853086,1.5261346E+10,2.88,284532,10.52,520,18292383,5506970,16660854,0,
"				  HI",M,KAHULUI,OGG,6/30/13,12/11/13,9021044,0,13823311,0,68677,0,0,22913032,0,0,110925,514755,701065,2000,0,93028,1421773,24334805,2830075,1427366,2040548,137449,21373474,2644032,0,4426179,34879123,59213928,10906337,5366950,755267,5562057,671335,4641564,27903510,15122441,43025951,16187977,308145,-3419090,1981283,5987922,0,0,21326228,26184488,42372465,0,0,4732171,2313882,3124,179076,19752116,26980369,0,0,0,0,0,0,0,0,0,0,0,6721736,0,3030789,3.791705E+9,2.88,130620,7.56,134,3769288,2831940,2338088,0,
"				  HI",S,LIHUE,LIH,6/30/13,12/11/13,3588531,0,4125122,0,28625,0,0,7742278,0,0,179272,275842,280426,500,0,170075,906115,8648393,842473,894600,409189,252707,1.078622E+7,1148081,0,1985780,16319050,24967443,7983128,2561254,413260,5360610,290748,3443824,20052824,6769294,26822118,-1854675,146986,-1816481,1483592,1817356,0,0,10894794,12526247,10671572,0,0,265352,1304013,306,16527,1054616,2640814,0,0,0,0,0,0,0,0,0,0,0,3571097,0,1358556,1.618053E+9,2.88,122240,5.7,77,3828117,2560064,1747493,0,
"				  HI",S,KEAHOLE-KONA INTL,KOA,6/30/13,12/11/13,4003190,0,2709915,0,95739,0,0,6808844,0,0,106841,345769,327164,0,0,222638,1002412,7811256,974260,347248,455342,214079,10830632,1216631,0,2263334,16301526,24112782,7090485,2427178,384310,4671849,432925,5554204,20560951,8733286,29294237,-5181455,132275,-1243306,8274367,1813839,0,0,10071582,19048757,13867302,0,0,140163,3513008,1036,56000,5237960,8948167,0,0,0,0,0,0,0,0,0,0,0,2444268,0,1444380,1.815451E+9,2.88,119098,4.71,80,4226262,2640929,3844261,0,
"				  HI",S,HILO INTERNATIONAL,ITO,6/30/13,12/11/13,1420128,0,1759471,0,10201,0,0,3189800,0,0,67190,224643,93475,0,0,129502,514810,3704610,361024,108604,66859,87570,2039723,769667,0,583558,4017005,7721615,6341814,1428596,462010,3569459,262463,2171604,14235946,3119347,17355293,-9633678,59259,-530401,7364015,0,0,0,1806406,8699279,-934399,0,0,7486656,318179,1456,1573596,3190141,12570028,0,0,0,0,0,0,0,0,0,0,0,1042738,0,679594,9.26125E+8,2.88,88100,4.69,79,2928626,2366389,963714,0,
"				  HI",N,MOLOKAI,MKK,6/30/13,12/11/13,188568,0,41163,0,1260,0,0,230991,0,0,1778,0,16133,0,0,2274,20185,251176,30540,16291,0,594,222675,0,0,32528,302628,553804,1539220,120600,57748,519941,38595,664641,2940745,689159,3629904,-3076100,6240,-213871,339979,0,0,0,187034,319382,-2756718,0,0,236166,13226,61,3270,269801,522524,0,0,0,0,0,0,0,0,0,0,0,420459,0,83911,1.12334E+8,0,33735,2.75,13,220060,795712,417876,0,
"				  HI",N,LANAI,LNY,6/30/13,12/11/13,138176,0,23691,0,2210,0,0,164077,0,0,0,0,11821,0,0,5572,17393,181470,295,0,0,8346,0,0,0,41159,49800,231270,1009207,229247,63386,447928,43120,295097,2087985,1086985,3174970,-2943700,10144,-305123,1646969,0,0,0,-1667,1350323,-1593377,0,0,397996,52824,242,13060,1622750,2086872,0,0,0,0,0,0,0,0,0,0,0,599855,0,46396,7.8131E+7,0,0,3.54,10,200712,518674,118609,0,
"				  GU",S,GUAM INTERNATIONAL,GUM,9/30/13,3/23/14,2963426,0,21682054,0,1795939,0,0,26441419,0,0,0,1002422,0,193538,0,613615,1809575,28250994,9157909,1725483,9079528,6093134,948903,175655,0,4375471,31556083,59807077,17463657,7159418,1078754,9152950,1356787,2215142,38426708,27017672,65444380,-5637303,2976707,-6093981,17450687,6559691,0,0,-186865,20706239,15068936,0,0,0,0,0,0,0,0,250226161,8664728,0,258890889,129549344,0,2449599,131998943,0,0,0,165966195,0,1697986,3.258721E+9,0.89,52725,15.57,0,0,0,5654712,460270,
"				  CA",S,FRESNO YOSEMITE INTL,FAT,6/30/13,12/27/13,1653634,0,865412,0,13227,873558,1739453,5145284,243823,608836,1041704,918088,0,263893,155425,242601,3474370,8619654,1283891,189915,104573,283964,3104728,4536527,0,2410719,11914317,20533971,5856497,1714245,535165,2430210,62100,8012344,18610561,8095835,26706396,-6172425,216485,-3201961,3244625,2794804,13902349,0,-1461554,15494748,9322323,146967629,156289953,23194465,281920,132244,0,176951,23785580,56458756,0,0,56458756,3310760,0,15976761,19287521,9359512,0,0,4344545,2744545,688539,913506541,2.35,126410,7.47,78,2277595,1649293,4445917,416572,
"				  CA",L,SAN FRANCISCO INTL,SFO,6/30/13,10/28/13,125119952,0,2.197581E+8,0,4333610,0,0,349211662,2296565,0,1.207419E+7,32900416,0,0,0,10998940,58270111,407481773,9585966,20099364,39527854,23268996,64104649,113407809,0,48882299,318876937,726358710,178235815,23741992,16212101,158430024,4227329,4088756,384936017,176522357,561458374,164900336,1686382,-195503386,-484502,84328674,65958194,0,-117078364,-161093002,3807334,290611728,294419063,51395419,135760912,4496268,1181145,23938463,216772207,3517917000,180525000,0,3698442000,350568057,0,232491307,583059364,364696648,0,0,349942365,304942365,22273122,30671776,4.01,420262,15.68,1494,46547638,18889974,27593052,1326412,
"				  CA",M,OAKLAND INTERNATIONAL AIRPORT,OAK,6/30/13,12/18/13,19898417,0,32983197,0,1933834,0,247310,55062758,8860032,951,6190050,13789615,0,2457971,245270,0,31543889,86606647,8289098,3598555,1669155,1048350,13410469,2.848347E+7,0,8010459,64509556,151116203,27075337,4868817,653318,3.607762E+7,775991,36796811,106247894,44458552,150706446,409757,59237,-1.66E+07,18661843,19924185,0,0,5386953,27434788,27844545,0,0,24041566,28292565,0,0,12920111,65254242,210956921,20376117,0,231333038,4214739,0,11581904,15796643,0,0,44261,25073292,25073292,4973107,8745414,3.29,204939,11.07,233,13765888,3622562,21486943,3242985,
"				  CA",M,JOHN WAYNE AIRPORT-ORANGE C,SNA,6/30/13,10/10/13,14219818,0,26775659,0,3013984,1497082,0,45506543,315896,0,3098710,1131673,0,387418,0,0,4933697,50440240,216728,5311186,3017749,1924839,13978177,39341925,0,61648,63852252,114292492,18645493,3940761,1841975,53184895,2307525,0,79920649,29709364,109630013,4662479,810664,-1.26E+07,3839481,18454317,0,0,816196,11363968,16026447,590932905,606959352,-14109,11974282,504638,4261868,1499390,18226069,240541029,0,0,240541029,25907289,0,95756197,121663486,144371194,0,40925,21327625,10278888,4547598,5.59657205E+9,2.63,252506,10.01,174,1.521812E+7,4594662,12197586,600000,
"				  CA",M,SACRAMENTO METRO,SMF,6/30/13,10/25/13,19284087,0,55851813,0,2733900,0,0,77869800,2462509,9071,96960,1568080,0,0,0,2683274,6819894,84689694,1124686,3448425,2050678,2408546,14550766,48106292,0,3013547,74702940,159392634,36149138,6002331,5636231,35584278,1049207,9697139,94118324,51673862,145792186,13600448,1836288,-59286319,5.654764E+7,17604328,0,0,-481437,16220500,29820948,569120479,598941426,2378709,15785085,1285815,3192439,3137948,25779996,1099795640,0,0,1099795640,49671134,0,124606097,174277231,101848270,0,46827,82286868,52127074,4420348,5.800104E+9,4.01,269424,17.62,398,9802775,4524573,8054805,1379096,
"				  CA",M,BURBANK-GLENDALE-PASADENA,BUR,6/30/13,10/24/13,2634949,0,2175882,0,0,0,0,4810831,488726,14016,2367360,6336452,0,528386,0,36500,9771440,14582271,2506113,1524185,781447,917448,5683047,18521511,0,446111,30379862,44962133,3969864,1956408,296105,20434883,1355778,7100741,35113779,14053442,49167221,-4205088,818491,-5608106,5134185,8306776,0,1134927,-3458478,6327795,2122707,456889235,459011942,1859594,5254615,897320,0,56631614,64643143,134900491,0,0,134900491,27973216,0,115309454,143282670,29830376,0,85568,8134386,8134386,1984447,3036084287,0.97,132033,2.42,150,4899587,2102922,7733219,529023,
"				  CA",S,PALM SPRINGS INTERNATIONAL,PSP,6/30/13,10/24/13,1279106,0,1229992,0,0,0,0,2509098,0,0,373712,593215,0,0,147780,0,1114707,3623805,1108817,334477,322118,0,5930403,2689003,0,2351814,12736632,16360437,8401276,847694,650085,5086493,0,512452,15498000,7288550,22786550,-6426113,72846,-1387851,2138578,3424091,0,0,1810134,6057798,-368315,0,0,2138578,0,0,0,0,2138578,22118915,0,0,22118915,1973219,0,98567229,100540448,7136203,0,0,930340,0,866095,9.96172E+8,1.25,58874,2.9,52,1223075,2679245,878164,36633,
"				  CA",S,SANTA BARBARA MUNI,SBA,6/30/13,11/1/13,1386193,0,2528450,0,0,0,0,3914643,45037,363880,1104446,0,0,155325,103911,40347,1812946,5727589,4644417,137561,72434,124545,1545582,2777755,0,20378,9322672,15050261,4946953,899602,1903850,3412653,0,1374403,12537461,5187607,17725068,-2674807,56427,-2744381,3936884,1503872,0,-22814,674540,3404528,729721,126758797,127488518,2021874,4709952,224297,0,838997,7795120,46405000,7412228,0,53817228,3146919,0,2021976,5168895,5301819,0,0,3932966,2613879,366506,433751,3.46,103144,10.68,54,2035325,1843403,3804810,440041,
"				  CA",N,MONTEREY PENINSULA,MRY,6/30/13,10/17/13,490297,0,1182287,0,178203,0,0,1850787,24054,242956,625608,457396,0,247955,112361,0,1710330,3561117,1551566,103508,24535,24296,1385875,938597,0,268410,4296787,7857904,5272730,517891,183620,670950,178504,514110,7337805,5812743,13150548,-5292644,97360,-133788,916219,816019,0,0,-32324,1663486,-3629158,48616984,44987826,2372415,145835,0,4540,86044,2608834,2827000,0,0,2827000,1413500,0,1383565,2797065,2600517,0,0,383788,0,208790,263400346,2,55090,8.86,48,1237295,1847941,356734,114263,
"				  CA",S,LONG BEACH /DAUGHERTY FIELD,LGB,9/30/13,3/27/14,5680430,0,202598,0,5484130,0,24601,11391759,572243,0,5438927,0,0,233246,324688,0,6569104,17960863,3253766,1350967,569948,-102,2868961,9092814,0,1655389,18791743,36752606,9303016,1574898,1148564,9833108,93138,4134230,26086954,8757680,34844634,1907972,81036,-4189816,8361596,6213774,0,0,-1894968,8571622,10479594,1.5934959E+8,169328523,12072949,12237366,223108,56441,344,24590208,117490000,0,0,117490000,7516384,0,21903626,29420010,19557919,0,0,8058790,4474245,1497503,1.79177628E+9,3,284193,7.61,109,6312353,5430973,4013243,490907,
"				  CA",N,SAN LUIS OBISPO COUNTY,SBP,6/30/13,8/5/13,207592,0,643374,0,0,0,0,850966,0,0,243659,539083,0,257633,121762,0,1162137,2013103,0,36763,0,8449,605124,892049,0,84177,1626562,3639665,1353259,224022,234994,1258989,65381,0,3136645,2151008,5287653,-1647988,1211,-166274,571293,87025,-45204,0,0,448051,-1199937,97644354,97674541,136964,588615,84725,0,1752,812056,0,0,0,0,0,0,0,0,16618762,0,0,0,0,135315,146366,1.3,71428,6.29,14,428917,362711,106704,805,
"				  CA",N,MEADOWS FIELD,BFL,6/30/13,12/30/13,157600,0,186600,0,0,43000,0,387200,0,7800,357900,112100,0,121400,113900,1000,714100,1101300,749600,18500,8900,51800,770200,891000,0,95500,2585500,3686800,1895100,610100,695300,277700,111700,21000,3610900,3124000,6734900,-3048100,9300,-321800,1752500,585300,0,0,542400,2567700,-480400,7.20637E+7,6.94998E+7,1258300,0,0,0,22000,1280300,8291700,4241200,0,12532900,0,0,0,0,2785900,0,0,1114100,528800,129200,1.853784E+8,0.85,100765,3,21,5943000,0,785700,2000,
"				  CA",N,ARCATA,ACV,6/30/13,11/21/13,173703,0,139664,0,0,0,0,313367,0,0,0,40511,0,1305403,151298,72994,1570206,1883573,0,99995,0,60968,197940,242056,0,448825,1049784,2933357,1136625,162796,24554,244656,126169,1186529,2881329,1031462,3912791,-979434,3862,-22808,126283,27926,0,0,0,135263,-844171,32356461,0,450668,0,0,0,260618,711286,0,121643,0,121643,962410,0,0,962410,17111,0,0,0,0,63194,1020000,1.8,48164,4.96,18,210980,160542,62546,0,
"				  CA",L,LOS ANGELES INTL,LAX,6/30/13,12/27/13,193123234,0,207340007,0,789910,0,0,401253151,21859588,1376118,0,81010237,0,240295,3022129,1124973,108633340,509886491,49911326,36475557,72321614,32875549,70516032,91974033,0,2766527,356840638,866727129,3.3025548E+8,32645053,47908029,1.6266077E+8,15317702,642766,589429800,134499845,723929645,142797484,2437027,-93609445,12264287,124609893,0,0,34393950,80095712,222893196,3828379672,4051272868,2.02E+7,9.166E+8,0,0,143300000,1080100000,3684010000,68086000,0,3752096000,307373631,0,1013587067,1320960698,446670370,0,114999,224439695,101902165,32524178,5.0206827E+10,4.37,546490,12.34,3174,131764044,18824795,161046915,5976196,
"				  NE",N,KEARNEY MUNI,EAR,9/30/13,12/2/13,24683,0,40711,0,0,0,0,65394,0,0,118933,0,0,34518,33591,1505,188547,253941,355383,0,0,0,0,0,0,0,355383,609324,315627,73970,126281,22923,38695,3778,581274,0,581274,28050,2797,0,591424,57657,0,0,585572,1237450,1265500,0,0,526574,10000,0,0,347767,884341,0,9250,0,9250,0,0,6128104,6128104,610245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IA",N,SPENCER MUNI,SPW,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MI",N,SAWYER,SAW,12/31/13,4/2/14,165602,0,198507,0,0,0,0,364109,0,0,67801,85115,0,60852,75533,0,289301,653410,798547,0,0,12112,156416,201218,0,6824,1175117,1828527,1093571,296020,175468,186729,91779,454809,2298376,1791453,4089829,-2261302,862,0,1889558,151858,345000,0,0,2387278,125976,51318378,51444354,2509364,0,0,0,255238,2764602,0,0,0,0,0,0,0,0,63935,0,0,0,0,41670,71200425,1,15478,8.74,18,85275,38051,89052,94008,
"				  CA",N,SAN BERNARDINO INTERNATIONAL,SBD,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CA",N,STOCKTON METROPOLITAN,SCK,12/31/13,9/23/13,73801,0,21527,0,550,0,0,95878,0,35005,417595,190466,0,72721,17994,19956,753737,849615,289430,37356,0,42093,6000,261148,0,34608,670635,1520250,865255,240309,214894,426081,192532,261907,2200978,1606029,3807007,-2286757,2641,0,276796,169050,702625,15942,404271,1571325,-715432,14913932,14045012,263023,28231,404077,0,12703,708034,0,3623610,0,3623610,0,0,0,0,768627,0,0,0,0,66753,6.3682E+7,0.85,50358,1.44,10,194987,118476,173169,7085,
"				  NY",S,ALBANY COUNTY,ALB,12/31/13,4/24/14,4035420,0,4397511,0,797936,14530,0,9245397,483618,267679,972839,2502130,0,2443549,0,343701,7013516,16258913,1530617,662466,345183,1371304,4679586,10998265,0,411611,19999032,36257945,13385948,2378426,4854533,4318117,766750,0,25703774,13716881,39420655,-3162710,84959,-6412222,366420,4693348,4009502,0,368400,3110407,-52303,196680841,186628538,0,0,0,0,6330531,6330531,113151182,0,0,113151182,11801730,0,10952775,22754505,14704149,0,0,13960063,9260063,1215076,1569162387,2.92,72765,7.61,214,2086163,1698915,3887062,186777,
"				  PA",M,PITTSBURGH INTERNATIONAL,PIT,12/31/13,4/29/15,14270313,0,41193873,0,1547182,0,15958057,72969425,1149984,755527,405929,7437980,0,517153,718180,144011,11128764,84098189,1457479,1963647,2218713,2902529,11229331,28319696,507588,3789710,52388693,136486882,37787004,10867128,5661397,31066646,762461,2009755,88154391,51318749,139473140,-2986258,1048362,-1.80E+07,1956579,15546574,0,0,24435572,24938287,21952029,424251103,446203132,5266723,8293992,6776938,1245377,3429786,25012816,327915000,8992929,0,336907929,19840923,0,0,19840923,64420021,0,0,68443696,38961713,3943152,5259149,2.91,139300,18.51,446,12624566,5288715,39868083,2626304,
"				  NY",S,SYRACUSE HANCOCK INTL,SYR,6/30/13,7/7/14,3475807,0,8536751,0,504847,0,0,12517405,1328821,0,0,652732,0,19818,94666,0,2096037,14613442,459067,535205,0,238307,3463484,7506814,0,5706,12208583,26822025,7752603,1815623,1630385,6424380,177424,3555286,21355701,1.037829E+7,31733991,-4911966,163968,-2495385,2969564,4107042,0,0,0,4745189,-166777,0,0,2729466,26996046,0,0,77671,29803183,58595633,0,0,58595633,30273513,0,0,30273513,16549914,5040000,0,10290381,7242898,998947,1489572912,3.14,66102,12.53,111,2506595,1749508,0,131219,
"				  NY",S,LONG ISLAND MAC ARTHUR,ISP,12/31/13,4/30/14,1071545,0,1333011,0,14150,0,807483,3226189,0,0,0,0,0,0,0,0,0,3226189,2075386,309578,404852,0,1669314,3185549,0,1682911,9327590,12553779,9981433,827433,375458,1147335,192015,470391,12994065,0,12994065,-440286,5456,-211304,4890617,2692536,0,0,712411,8089716,7649430,0,0,5927650,651787,0,871127,1107522,8558086,5619642,0,0,5619642,0,0,0,0,0,0,3495,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",S,WESTCHESTER COUNTY,HPN,12/31/13,4/23/14,0,0,6534435,0,318615,0,8937259,15790309,0,0,137418,1.102987E+7,0,5416557,0,0,16583845,32374154,802348,0,56981,679123,1669887,2713656,0,5004159,10926154,43300308,11507238,1512686,2692943,15782503,618315,13272768,45386453,0,45386453,-2086145,41653,-398774,0,0,0,0,604274,247153,-1838992,23422756,21583764,525720,7271680,0,0,5693466,13490866,6068274,0,0,6068274,1136,0,0,1136,52516994,0,0,1575851,0,719372,0,0,26710,21.95,0,8542492,0,1882461,0,
"				  NY",N,GREATER BINGHAMTON,BGM,12/31/13,4/25/14,244090,0,977885,0,0,0,0,1221975,0,17171,0,295276,0,18222,0,124604,455273,1677248,88613,9907,1645,46336,486461,915463,0,65176,1613601,3290849,1934150,297916,495521,361371,118142,369441,3576541,3653881,7230422,-3939573,6727,-78027,1745680,359120,0,0,312138,2345638,-1593935,48757689,47156389,1778779,12791,0,0,728425,2519995,3250008,2354667,0,5604675,989036,0,7236468,8225504,36445,161922,0,437768,437768,96943,1.217432E+8,1.99,17828,12.61,21,91962,503130,17957,76492,
"				  NY",N,ELMIRA/CORNING REGIONAL,ELM,12/31/13,5/28/14,474114,0,395694,0,26182,0,0,895990,0,0,102840,2060,0,72715,0,1326,178941,1074931,175563,21491,0,30346,694975,811920,0,66983,1801278,2876209,1430599,282268,104923,501745,39267,343318,2702120,2928570,5630690,-2754481,213,-226428,1426440,512473,0,0,77613,1790311,-964170,4.089485E+7,39930679,424506,2058570,9668,0,0,2492744,3944152,3446994,0,7391146,0,0,51380,51380,39879299,1204247,0,1579049,0,128941,0,0,0,6.95,0,0,0,0,25552,
"				  WV",N,YEAGER,CRW,6/30/13,10/31/14,1236752,0,1258240,0,179100,0,153405,2827497,67772,57237,76200,153529,0,28676,108023,129999,621436,3448933,713470,109533,24791,120559,1072424,2066395,0,367820,4474992,7923925,4288117,572959,778075,273016,193930,351420,6457517,4045002,10502519,-2578594,5141,-773531,702726,1059339,10449,0,707723,1711847,-866747,83148566,82185801,6679911,283318,66890,0,737694,7767813,16267686,1041983,0,17309669,517744,0,322850,840594,1390406,0,0,2195235,1253254,255270,345629025,3.55,48027,11.08,70,714538,0,757800,121455,
"				  PA",S,LEHIGH VALLEY INTL,ABE,12/31/13,9/26/14,1762351,0,2683677,0,311110,4896,556770,5318804,432812,107435,682475,2413974,0,2537260,0,153624,6327580,11646384,278976,124662,9471,153100,1342895,4400103,0,395475,6704682,18351066,8371855,1407024,1101604,1560713,318913,1014003,13774112,7258807,21032919,-2681853,95584,-2559589,8606783,1260010,0,0,0,7402788,4720935,188186554,192907489,4939661,0,0,0,2773868,7713529,45631050,3392033,0,49023083,0,0,2572702,2572702,115556,0,0,4152336,2892326,312119,479962562,3.92,108105,17.04,142,594600,749922,561958,182941,
"				  VA",N,CHARLOTTESVILLE-ALBEMARLE,CHO,6/30/13,1/3/14,501325,0,448784,0,0,0,0,950109,0,0,269975,71180,0,51701,29807,153402,576065,1526174,0,27962,0,38291,760550,2208130,0,660775,3695708,5221882,1882520,355220,268883,608652,114319,1118289,4347883,2959706,7307589,-2085707,14438,-256007,0,863818,11054004,0,-175296,11500957,9415250,78520566,87935819,11954348,38784,0,0,328843,12321975,4954811,235513,0,5190324,65941,0,5696655,5762596,1588433,0,0,713606,417904,227874,265099,1,72406,4.17,30,802504,470887,451899,244180,
"				  PA",S,HARRISBURG INTL,MDT,12/31/13,6/25/14,2457070,0,5773869,0,477740,0,0,8708679,1215291,195399,121587,399010,0,336377,77686,1260825,3606175,12314854,470765,169759,149384,98208,2552041,7688841,0,2413928,13542926,25857780,6051434,1667101,1385539,4907368,523263,117111,14651816,15536708,30188524,-4330744,101722,-7490229,5816067,2657078,0,0,-1680041,-595403,-4926147,9.294419E+7,88018044,7364369,315600,172576,0,456798,8309343,168290354,7704324,0,175994678,19953946,0,3387199,23341145,5202187,0,13719,12020244,9393744,657944,1135633769,3.26,81557,13.24,88,1171694,910104,2543830,632600,
